experiment,method,est_sigma
s8c6_,spalin_spatialonly,3.636868798233983
s8c6_,spalin-divide-beta5_spatialonly,1.418539818687415
s12c1_,spalin,2.44186083263846
s12c1_,spalin-divide-beta1,1.522101281562211
s12c1_,spalin-divide-beta3,1.437736327952141
s12c1_,spalin-divide-beta5,1.3484900254255
s12c1_,spalin-divide-beta7,1.25349828714358
s12c1_,spalin-divide-beta10,1.097682946620109
s12c1_,spalin_spatialonly,3.666067356273454
s12c1_,spalin-divide-beta5_spatialonly,1.738528014554869
s4c4_,spalin,1.580859437999872
s4c4_,spalin-divide-beta1,1.215942316841046
s4c4_,spalin-divide-beta3,1.12992797393745
s4c4_,spalin-divide-beta5,1.039594931926499
s4c4_,spalin-divide-beta7,0.945464781654787
s4c4_,spalin-divide-beta10,0.801750532406945
s4c4_,spalin_spatialonly,2.6877983525053
s4c4_,spalin-divide-beta5_spatialonly,1.181897728829991
s10c5_,spalin,2.734805960379744
s10c5_,spalin-divide-beta1,1.60098328003739
s10c5_,spalin-divide-beta3,1.490241738864697
s10c5_,spalin-divide-beta5,1.371778639967943
s10c5_,spalin-divide-beta7,1.244438551721824
s10c5_,spalin-divide-beta10,0.975719730570281
s10c5_,spalin_spatialonly,3.04404686502545
s10c5_,spalin-divide-beta5_spatialonly,1.428495250719991
s18c1_,spalin,2.36018860619344
s18c1_,spalin-divide-beta1,1.489231278901488
s18c1_,spalin-divide-beta3,1.391464873831551
s18c1_,spalin-divide-beta5,1.28863103482923
s18c1_,spalin-divide-beta7,1.181015640622233
s18c1_,spalin-divide-beta10,1.017177482412447
s18c1_,spalin_spatialonly,1.70138392797298
s18c1_,spalin-divide-beta5_spatialonly,1.141735458258136
s10c2_,spalin,2.71048796774665
s10c2_,spalin-divide-beta1,1.605592811165633
s10c2_,spalin-divide-beta3,1.521603774750745
s10c2_,spalin-divide-beta5,1.433885609362223
s10c2_,spalin-divide-beta7,1.342466552739868
s10c2_,spalin-divide-beta10,1.180953887410554
s10c2_,spalin_spatialonly,3.37329080199872
s10c2_,spalin-divide-beta5_spatialonly,1.395410409987855
s4c3_,spalin,2.44634893977779
s4c3_,spalin-divide-beta1,1.509190300059047
s4c3_,spalin-divide-beta3,1.338349445868777
s4c3_,spalin-divide-beta5,1.26956319532948
s4c3_,spalin-divide-beta7,1.133096876415545
s4c3_,spalin-divide-beta10,0.960771147505367
s4c3_,spalin_spatialonly,2.28918657217253
s4c3_,spalin-divide-beta5_spatialonly,1.232768549590151
s20c3_,spalin,2.125392120232
s20c3_,spalin-divide-beta1,1.418847338858695
s20c3_,spalin-divide-beta3,1.337908090397176
s20c3_,spalin-divide-beta5,1.25255453664088
s20c3_,spalin-divide-beta7,1.162574752728306
s20c3_,spalin-divide-beta10,1.020733044851647
s20c3_,spalin_spatialonly,3.05857459922775
s20c3_,spalin-divide-beta5_spatialonly,1.56281002149834
s20c4_,spalin,7.802322210898517
s20c4_,spalin-divide-beta1,2.738349962953065
s20c4_,spalin-divide-beta3,2.62616308874746
s20c4_,spalin-divide-beta5,2.509899918119929
s20c4_,spalin-divide-beta7,2.3897594883983
s20c4_,spalin-divide-beta10,2.06582572961259
s20c4_,spalin_spatialonly,4.301343978902604
s20c4_,spalin-divide-beta5_spatialonly,1.886563743882663
s4c10_,spalin,2.764368454760276
s4c10_,spalin-divide-beta1,1.621728857326229
s4c10_,spalin-divide-beta3,1.53777010897161
s4c10_,spalin-divide-beta5,1.412005592046291
s4c10_,spalin-divide-beta7,1.229264193490462
s4c10_,spalin-divide-beta10,1.197596296991254
s4c10_,spalin_spatialonly,3.805046383019395
s4c10_,spalin-divide-beta5_spatialonly,1.367681721219969
s20c5_,spalin,2.60162403245118
s20c5_,spalin-divide-beta1,1.579510566295223
s20c5_,spalin-divide-beta3,1.511237090382726
s20c5_,spalin-divide-beta5,1.441479441138145
s20c5_,spalin-divide-beta7,1.370824486542014
s20c5_,spalin-divide-beta10,1.26636191237248
s20c5_,spalin_spatialonly,3.650273451553015
s20c5_,spalin-divide-beta5_spatialonly,1.46886127331905
s20c2_,spalin,3.268954471385156
s20c2_,spalin-divide-beta1,1.759773652054493
s20c2_,spalin-divide-beta3,1.66005765450634
s20c2_,spalin-divide-beta5,1.525963817507204
s20c2_,spalin-divide-beta7,1.401721729048734
s20c2_,spalin-divide-beta10,1.216736247844828
s20c2_,spalin_spatialonly,3.79477238378982
s20c2_,spalin-divide-beta5_spatialonly,1.42224032545033
s17c1_,spalin,1.20099467793688
s17c1_,spalin-divide-beta1,1.049452146721248
s17c1_,spalin-divide-beta3,0.952861619924117
s17c1_,spalin-divide-beta5,0.853751493503759
s17c1_,spalin-divide-beta7,0.772658771587221
s17c1_,spalin-divide-beta10,0.740118100893489
s17c1_,spalin_spatialonly,2.09295901095329
s17c1_,spalin-divide-beta5_spatialonly,0.886079450680743
s15c2_,spalin,1.971002247027965
s15c2_,spalin-divide-beta1,1.359193961273238
s15c2_,spalin-divide-beta3,1.265517673131412
s15c2_,spalin-divide-beta5,1.165316304240592
s15c2_,spalin-divide-beta7,1.057466806102451
s15c2_,spalin-divide-beta10,0.904955112128469
s15c2_,spalin_spatialonly,3.059456362826679
s15c2_,spalin-divide-beta5_spatialonly,1.284280851374447
s15c5_,spalin,2.698500251490131
s15c5_,spalin-divide-beta1,1.597359732278979
s15c5_,spalin-divide-beta3,1.50386221450011
s15c5_,spalin-divide-beta5,1.406269313880659
s15c5_,spalin-divide-beta7,1.27078568892478
s15c5_,spalin-divide-beta10,1.156749760324858
s15c5_,spalin_spatialonly,4.28243922936257
s15c5_,spalin-divide-beta5_spatialonly,1.34210648021916
s7c6_,spalin,3.376610638714328
s7c6_,spalin-divide-beta1,1.818023852859801
s7c6_,spalin-divide-beta3,1.779257772421949
s7c6_,spalin-divide-beta5,1.741186508488565
s7c6_,spalin-divide-beta7,1.704387492437485
s7c6_,spalin-divide-beta10,1.652052283131346
s7c6_,spalin_spatialonly,7.19184567578172
s7c6_,spalin-divide-beta5_spatialonly,1.900539648688537
s7c1_,spalin,2.967894385476297
s7c1_,spalin-divide-beta1,1.68204713000051
s7c1_,spalin-divide-beta3,1.598611274982961
s7c1_,spalin-divide-beta5,1.511664826322434
s7c1_,spalin-divide-beta7,1.421770331254542
s7c1_,spalin-divide-beta10,1.260084865650061
s7c1_,spalin_spatialonly,4.1211755088344
s7c1_,spalin-divide-beta5_spatialonly,1.519253201117574
s5c11_,spalin,2.543516556623034
s5c11_,spalin-divide-beta1,1.524444691453941
s5c11_,spalin-divide-beta3,1.37480501992495
s5c11_,spalin-divide-beta5,1.2131863422727
s5c11_,spalin-divide-beta7,1.044641455117884
s5c11_,spalin-divide-beta10,0.83128764907354
s5c11_,spalin_spatialonly,1.9101646944648
s5c11_,spalin-divide-beta5_spatialonly,1.109643135593066
s5c5_,spalin,2.07057204238265
s5c5_,spalin-divide-beta1,1.393206502954897
s5c5_,spalin-divide-beta3,1.298450392647506
s5c5_,spalin-divide-beta5,1.200526844260947
s5c5_,spalin-divide-beta7,1.102921832628508
s5c5_,spalin-divide-beta10,0.970405875919874
s5c5_,spalin_spatialonly,2.961283497813454
s5c5_,spalin-divide-beta5_spatialonly,1.15853019660783
s5c2_,spalin,3.10490938990443
s5c2_,spalin-divide-beta1,1.723231066749837
s5c2_,spalin-divide-beta3,1.642898916251927
s5c2_,spalin-divide-beta5,1.532282178856278
s5c2_,spalin-divide-beta7,1.38591396091371
s5c2_,spalin-divide-beta10,1.2409451076539
s5c2_,spalin_spatialonly,2.869387190580517
s5c2_,spalin-divide-beta5_spatialonly,1.36141713979219
s9c6_,spalin,1.25015072386763
s9c6_,spalin-divide-beta1,1.04583367313843
s9c6_,spalin-divide-beta3,0.887479664930334
s9c6_,spalin-divide-beta5,0.711415512375325
s9c6_,spalin-divide-beta7,0.567415658547961
s9c6_,spalin-divide-beta10,0.675602511337531
s9c6_,spalin_spatialonly,0.66732783106512
s9c6_,spalin-divide-beta5_spatialonly,0.564193058008154
s15c4_,spalin,2.094405904702142
s15c4_,spalin-divide-beta1,1.39851960104438
s15c4_,spalin-divide-beta3,1.297733605410153
s15c4_,spalin-divide-beta5,1.193099971990961
s15c4_,spalin-divide-beta7,1.030134087861619
s15c4_,spalin-divide-beta10,0.93898784733865
s15c4_,spalin_spatialonly,2.5441959538358
s15c4_,spalin-divide-beta5_spatialonly,1.167836056025931
s9c1_,spalin,3.25469754148037
s9c1_,spalin-divide-beta1,1.758174835199797
s9c1_,spalin-divide-beta3,1.665157327898267
s9c1_,spalin-divide-beta5,1.569181946777709
s9c1_,spalin-divide-beta7,1.40954629020738
s9c1_,spalin-divide-beta10,1.235821546771711
s9c1_,spalin_spatialonly,3.193793447661476
s9c1_,spalin-divide-beta5_spatialonly,1.337897617449244
s1c2_,spalin,6.08182334744494
s1c2_,spalin-divide-beta1,2.42232962181574
s1c2_,spalin-divide-beta3,2.33309688119644
s1c2_,spalin-divide-beta5,2.24117994792015
s1c2_,spalin-divide-beta7,2.14688102536974
s1c2_,spalin-divide-beta10,1.978522371636088
s1c2_,spalin_spatialonly,4.09191956040193
s1c2_,spalin-divide-beta5_spatialonly,1.86783658814272
s15c3_,spalin,1.442813222444535
s15c3_,spalin-divide-beta1,1.161053801888875
s15c3_,spalin-divide-beta3,1.07842758865488
s15c3_,spalin-divide-beta5,0.993604571485944
s15c3_,spalin-divide-beta7,0.909257170980019
s15c3_,spalin-divide-beta10,0.79991922641144
s15c3_,spalin_spatialonly,2.006464768856017
s15c3_,spalin-divide-beta5_spatialonly,1.179132049303119
s3c1_,spalin,2.71612968431477
s3c1_,spalin-divide-beta1,1.601271912850372
s3c1_,spalin-divide-beta3,1.503872382511369
s3c1_,spalin-divide-beta5,1.401131078646777
s3c1_,spalin-divide-beta7,1.28812107345399
s3c1_,spalin-divide-beta10,1.18260186327584
s3c1_,spalin_spatialonly,2.472570729832795
s3c1_,spalin-divide-beta5_spatialonly,1.154903527912604
s5c3_,spalin,1.89111996215345
s5c3_,spalin-divide-beta1,1.330168234116192
s5c3_,spalin-divide-beta3,1.236098933979303
s5c3_,spalin-divide-beta5,1.136174692980623
s5c3_,spalin-divide-beta7,1.030236906669989
s5c3_,spalin-divide-beta10,0.88706571139527
s5c3_,spalin_spatialonly,3.03942923253045
s5c3_,spalin-divide-beta5_spatialonly,1.268503059344445
s19c1_,spalin,2.88874494659569
s19c1_,spalin-divide-beta1,1.6447177092112
s19c1_,spalin-divide-beta3,1.529283177705863
s19c1_,spalin-divide-beta5,1.404095062469523
s19c1_,spalin-divide-beta7,1.267837902479712
s19c1_,spalin-divide-beta10,1.043114084328946
s19c1_,spalin_spatialonly,3.92272413171358
s19c1_,spalin-divide-beta5_spatialonly,1.22145840765255
s5c4_,spalin,4.41805828089113
s5c4_,spalin-divide-beta1,2.05215599482383
s5c4_,spalin-divide-beta3,1.9505090439873
s5c4_,spalin-divide-beta5,1.766659891362905
s5c4_,spalin-divide-beta7,1.587883491252444
s5c4_,spalin-divide-beta10,1.519819724341927
s5c4_,spalin_spatialonly,4.12735432602739
s5c4_,spalin-divide-beta5_spatialonly,1.544102114220665
s5c10_,spalin,3.29460519415504
s5c10_,spalin-divide-beta1,1.758113414362128
s5c10_,spalin-divide-beta3,1.640620812791173
s5c10_,spalin-divide-beta5,1.472702090271904
s5c10_,spalin-divide-beta7,1.312133756042111
s5c10_,spalin-divide-beta10,1.208170638643806
s5c10_,spalin_spatialonly,2.632211452917029
s5c10_,spalin-divide-beta5_spatialonly,1.373292766999071
s13c1_,spalin,2.666657414044659
s13c1_,spalin-divide-beta1,1.594825987076066
s13c1_,spalin-divide-beta3,1.51675150579142
s13c1_,spalin-divide-beta5,1.43788348528757
s13c1_,spalin-divide-beta7,1.345982174891365
s13c1_,spalin-divide-beta10,1.227159718206362
s13c1_,spalin_spatialonly,2.894764382380395
s13c1_,spalin-divide-beta5_spatialonly,1.554275256223225
s21c1_,spalin,2.744012216273432
s21c1_,spalin-divide-beta1,1.614358239440255
s21c1_,spalin-divide-beta3,1.527799190772956
s21c1_,spalin-divide-beta5,1.383973736702169
s21c1_,spalin-divide-beta7,1.320041044581087
s21c1_,spalin-divide-beta10,1.210618426921831
s21c1_,spalin_spatialonly,4.084566744301973
s21c1_,spalin-divide-beta5_spatialonly,1.21562765415307
s4c6_,spalin,4.51615061449473
s4c6_,spalin-divide-beta1,2.02601064828832
s4c6_,spalin-divide-beta3,1.83932282296677
s4c6_,spalin-divide-beta5,1.631604020646425
s4c6_,spalin-divide-beta7,1.51398879633709
s4c6_,spalin-divide-beta10,1.42667362970919
s4c6_,spalin_spatialonly,3.8950144139752
s4c6_,spalin-divide-beta5_spatialonly,1.308993408962895
s4c1_,spalin,1.825122501540689
s4c1_,spalin-divide-beta1,1.28095330075211
s4c1_,spalin-divide-beta3,1.129997139085951
s4c1_,spalin-divide-beta5,0.94548331348091
s4c1_,spalin-divide-beta7,0.772292518452522
s4c1_,spalin-divide-beta10,0.734804777117172
s4c1_,spalin_spatialonly,1.601909258100776
s4c1_,spalin-divide-beta5_spatialonly,0.794698902285598
s12c4_,spalin,2.047456829167718
s12c4_,spalin-divide-beta1,1.387115993101031
s12c4_,spalin-divide-beta3,1.295940685454003
s12c4_,spalin-divide-beta5,1.199679900992539
s12c4_,spalin-divide-beta7,1.098725634276708
s12c4_,spalin-divide-beta10,0.944318114690982
s12c4_,spalin_spatialonly,2.908498331099391
s12c4_,spalin-divide-beta5_spatialonly,1.225848138171669
s12c3_,spalin,3.63158888430026
s12c3_,spalin-divide-beta1,1.834497880795
s12c3_,spalin-divide-beta3,1.685062450284388
s12c3_,spalin-divide-beta5,1.513686169409062
s12c3_,spalin-divide-beta7,1.053262505594169
s12c3_,spalin-divide-beta10,1.114108768173789
s12c3_,spalin_spatialonly,1.74839045007407
s12c3_,spalin-divide-beta5_spatialonly,1.068493041296205
s6c2_,spalin,2.08887541734733
s6c2_,spalin-divide-beta1,1.414921474275889
s6c2_,spalin-divide-beta3,1.352238278526513
s6c2_,spalin-divide-beta5,1.286669227495932
s6c2_,spalin-divide-beta7,1.217791394778379
s6c2_,spalin-divide-beta10,1.107255695850301
s6c2_,spalin_spatialonly,2.78946364289596
s6c2_,spalin-divide-beta5_spatialonly,1.481854377066252
s8c3_,spalin,2.840506847704467
s8c3_,spalin-divide-beta1,1.622588049170596
s8c3_,spalin-divide-beta3,1.49128610729757
s8c3_,spalin-divide-beta5,1.352700887951583
s8c3_,spalin-divide-beta7,1.12208881565117
s8c3_,spalin-divide-beta10,0.961349306822392
s8c3_,spalin_spatialonly,2.24421164437218
s8c3_,spalin-divide-beta5_spatialonly,1.254255401442235
s14c6_,spalin,1.632294013262595
s14c6_,spalin-divide-beta1,1.234066157348587
s14c6_,spalin-divide-beta3,1.143634079023699
s14c6_,spalin-divide-beta5,1.048923103065373
s14c6_,spalin-divide-beta7,0.95145340161782
s14c6_,spalin-divide-beta10,0.776823296971769
s14c6_,spalin_spatialonly,2.70053934470967
s14c6_,spalin-divide-beta5_spatialonly,1.455184719459191
s8c4_,spalin,3.813600148816375
s8c4_,spalin-divide-beta1,1.8977522166078
s8c4_,spalin-divide-beta3,1.783419248717775
s8c4_,spalin-divide-beta5,1.628661643893842
s8c4_,spalin-divide-beta7,1.408436450875324
s8c4_,spalin-divide-beta10,1.276098828488424
s8c4_,spalin_spatialonly,3.907007043477364
s8c4_,spalin-divide-beta5_spatialonly,1.3865710481452
s16c2_,spalin,2.039605695205154
s16c2_,spalin-divide-beta1,1.37366906516659
s16c2_,spalin-divide-beta3,1.258770867799783
s16c2_,spalin-divide-beta5,1.13486532617683
s16c2_,spalin-divide-beta7,1.001844441736854
s16c2_,spalin-divide-beta10,0.877809886649252
s16c2_,spalin_spatialonly,2.750050613657048
s16c2_,spalin-divide-beta5_spatialonly,1.432611762498824
s16c5_,spalin,3.939826990294571
s16c5_,spalin-divide-beta1,1.93632428696523
s16c5_,spalin-divide-beta3,1.836260034548938
s16c5_,spalin-divide-beta5,1.732188426100023
s16c5_,spalin-divide-beta7,1.62448332668341
s16c5_,spalin-divide-beta10,1.343071129133797
s16c5_,spalin_spatialonly,4.56960167766668
s16c5_,spalin-divide-beta5_spatialonly,1.81569920845278
s2c4_,spalin,1.782586026475772
s2c4_,spalin-divide-beta1,1.290912769862883
s2c4_,spalin-divide-beta3,1.198400030010553
s2c4_,spalin-divide-beta5,1.099884386050456
s2c4_,spalin-divide-beta7,0.995509768007305
s2c4_,spalin-divide-beta10,0.84203608625209
s2c4_,spalin_spatialonly,2.5164458661226
s2c4_,spalin-divide-beta5_spatialonly,1.349835699492095
s6c3_,spalin,2.835062605304903
s6c3_,spalin-divide-beta1,1.646823673129265
s6c3_,spalin-divide-beta3,1.571301288921396
s6c3_,spalin-divide-beta5,1.49450928509915
s6c3_,spalin-divide-beta7,1.414753594574221
s6c3_,spalin-divide-beta10,1.233782936791341
s6c3_,spalin_spatialonly,3.62724341556019
s6c3_,spalin-divide-beta5_spatialonly,1.453900601254876
s12c2_,spalin,2.288952255660594
s12c2_,spalin-divide-beta1,1.463337497053809
s12c2_,spalin-divide-beta3,1.35917580692472
s12c2_,spalin-divide-beta5,1.246595572869918
s12c2_,spalin-divide-beta7,1.12336878858216
s12c2_,spalin-divide-beta10,0.909428608381739
s12c2_,spalin_spatialonly,2.364571261855586
s12c2_,spalin-divide-beta5_spatialonly,1.333311938912958
s18c2_,spalin,2.374514439254775
s18c2_,spalin-divide-beta1,1.501219504951674
s18c2_,spalin-divide-beta3,1.419683284375443
s18c2_,spalin-divide-beta5,1.335800684111539
s18c2_,spalin-divide-beta7,1.250688222035307
s18c2_,spalin-divide-beta10,1.117842095291906
s18c2_,spalin_spatialonly,3.3466811899078
s18c2_,spalin-divide-beta5_spatialonly,1.42330115448555
s10c1_,spalin,3.963438534724365
s10c1_,spalin-divide-beta1,1.949217978906126
s10c1_,spalin-divide-beta3,1.86485442235605
s10c1_,spalin-divide-beta5,1.779457448792391
s10c1_,spalin-divide-beta7,1.693715221794869
s10c1_,spalin-divide-beta10,1.346229231884823
s4c7_,spalin,3.019857394056154
s4c7_,spalin-divide-beta1,1.701930212744963
s4c7_,spalin-divide-beta3,1.565761964179296
s4c7_,spalin-divide-beta5,1.354332106846963
s4c7_,spalin-divide-beta7,1.43596688761278
s4c7_,spalin-divide-beta10,1.383026567661844
s4c7_,spalin_spatialonly,3.49071982673874
s4c7_,spalin-divide-beta5_spatialonly,1.189958693798036
s2c5_,spalin,2.23504001408903
s2c5_,spalin-divide-beta1,1.461545449883518
s2c5_,spalin-divide-beta3,1.391876646324061
s2c5_,spalin-divide-beta5,1.319794725766885
s2c5_,spalin-divide-beta7,1.245577452981171
s2c5_,spalin-divide-beta10,1.132708633037459
s2c5_,spalin_spatialonly,3.77784041095797
s2c5_,spalin-divide-beta5_spatialonly,1.71664139183339
s16c4_,spalin,3.362608142449571
s16c4_,spalin-divide-beta1,1.7878340477097
s16c4_,spalin-divide-beta3,1.693677054900211
s16c4_,spalin-divide-beta5,1.596915754363474
s16c4_,spalin-divide-beta7,1.461958116770838
s16c4_,spalin-divide-beta10,1.251247963441284
s16c4_,spalin_spatialonly,4.24297897490385
s16c4_,spalin-divide-beta5_spatialonly,1.885775146865195
s16c3_,spalin,3.9952063332805
s16c3_,spalin-divide-beta1,1.967090082590749
s16c3_,spalin-divide-beta3,1.9034217391078
s16c3_,spalin-divide-beta5,1.839932661191481
s16c3_,spalin-divide-beta7,1.777968621397595
s16c3_,spalin-divide-beta10,1.5994501301375
s16c3_,spalin_spatialonly,4.42270922479952
s16c3_,spalin-divide-beta5_spatialonly,1.919308405316086
s2c2_,spalin,2.459876095805175
s2c2_,spalin-divide-beta1,1.520319734156054
s2c2_,spalin-divide-beta3,1.42054915218052
s2c2_,spalin-divide-beta5,1.315771684771567
s2c2_,spalin-divide-beta7,1.206645074448017
s2c2_,spalin-divide-beta10,1.032456442265235
s2c2_,spalin_spatialonly,3.68485370211859
s2c2_,spalin-divide-beta5_spatialonly,1.258440962887983
s8c5_,spalin,3.182883745840271
s8c5_,spalin-divide-beta1,1.74461030446435
s8c5_,spalin-divide-beta3,1.6530124791447
s8c5_,spalin-divide-beta5,1.52986236538237
s8c5_,spalin-divide-beta7,1.449906226052783
s8c5_,spalin-divide-beta10,1.310408136939114
s8c5_,spalin_spatialonly,4.19242727113699
s8c5_,spalin-divide-beta5_spatialonly,1.47322575339567
s8c2_,spalin,3.09113980399347
s8c2_,spalin-divide-beta1,1.699791573702123
s8c2_,spalin-divide-beta3,1.578424483838438
s8c2_,spalin-divide-beta5,1.4285606756708
s8c2_,spalin-divide-beta7,1.166265367295872
s8c2_,spalin-divide-beta10,1.144075904066721
s8c2_,spalin_spatialonly,2.751543442211896
s8c2_,spalin-divide-beta5_spatialonly,1.408694717525859
